,model_pth,epoch,top1acc,top5acc,loss,val_images_blurred,val_blur_sigma
0,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45_epoch20.pth.tar,20,53.684,79.02,1.98,0,0
1,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45_epoch25.pth.tar,25,54.352,79.77,1.9243,0,0
2,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45_epoch30.pth.tar,30,54.178,79.51,1.9477,0,0
3,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45_epoch35.pth.tar,35,70.074,89.722,1.2017,0,0
4,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45_epoch40.pth.tar,40,70.302,90.072,1.1834,0,0
5,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45_epoch45.pth.tar,45,69.818,89.726,1.2048,0,0
6,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45_epoch50.pth.tar,50,69.904,89.69,1.2064,0,0
7,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45_epoch55.pth.tar,55,69.554,89.416,1.2178,0,0
8,/data/blurry_vision_sup_RN50/supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45/outmodel/checkpoint_supervised_resnet50_from_gauss_2_for_15_epoch_to_gauss_0_for_45_epoch60.pth.tar,60,69.208,89.392,1.2314e+00,0,0
